numero_de_cliente	prob
249851709	9.223936306473287e-8
249853750	5.2249491954437e-8
249854408	1.7323532782063794e-7
249860531	4.906697540078099e-9
249860607	9.18702275093307e-8
249865783	0.000014179467882979821
249885988	3.339396386737622e-8
249905817	0.6600497053113399
249912529	1.2880368992889768e-10
249914502	2.676710663137188e-7
249924049	2.8979931691863367e-10
249929301	7.508298106279918e-8
249933605	9.968543721968218e-8
249934476	2.2852736240299113e-6
249934920	9.170165028182046e-7
249940317	0.00006862910742520214
249943742	0.0002663107149549275
249946440	3.24186474552489e-8
249952273	1.0611107459290249e-7
249953443	1.972703834503701e-8
249955262	4.058590477073432e-6
249964963	1.9700940600164768e-8
249970727	2.1273673823196769e-7
249973716	0.000044165813345596644
249986329	1.376598795131279e-8
249992162	3.380486057559619e-7
249996107	1.3219218718094378e-6
250012879	0.0006899019772571479
250014775	1.94548952073214e-8
250015433	1.1687229921556196e-8
250018490	3.97581721208684e-6
250019293	0.025359726914626873
250031180	1.9705137392223362e-9
250031915	2.8174990405958962e-8
250035629	0.004786997073991062
250037235	2.3143078871957834e-8
250041906	4.1363454342641666e-8
250045911	2.89233710403156e-7
250047517	2.9038259032663296e-8
250051018	0.34993187130170844
250052769	1.7815520460581792e-6
250057218	1.8460777417412877e-9
250059549	7.580173841001634e-8
250062179	7.025979637017322e-10
250069976	3.6659626590525125e-9
250072529	2.2044054083316966e-6
250073845	1.1699730089744398e-7
250079677	0.000026376372459750267
250080403	3.9802917191742486e-7
250083255	2.9345516266417455e-9
250095433	8.448666456759337e-6
250110087	0.0012190414364972371
250110164	5.685077067820086e-6
250110668	3.4873677546263863e-7
250113879	0.000030692882581082365
250123358	7.867642221356768e-8
250130651	0.9822435533947165
250133794	0.4848731267930362
250142538	4.711023703842907e-8
250146185	4.457856463238073e-9
250146697	2.598418954245607e-7
250147355	8.887342630597364e-6
250147432	4.783415721152255e-8
250149763	3.740076339956574e-7
250153119	1.4903638922430644e-7
250156979	4.734226551167485e-9
250165151	3.7196801976209665e-8
250174554	0.00004988083201024411
250175946	7.528024767673712e-8
250179225	2.1374591872471445e-6
250179882	2.5529528025765405e-8
250181488	0.00006763039247207417
250190310	4.5583288368739996e-8
250193008	1.2088113200333023e-7
250194024	2.706159732781863e-6
250194392	1.4207548687674e-6
250200369	6.674898686390083e-8
250200514	0.00029585785005709894
250200813	6.858191487728436e-6
250211095	3.8888209882023026e-8
250216928	3.6745996732070865e-8
250217073	0.000035806444526556667
250221736	2.2567706801001817e-7
250222248	7.625689317016239e-9
250227355	1.0745281933169323e-7
250230199	1.6062529363963675e-7
250237782	1.6821886541966828e-8
250240480	0.004770523866519286
250249088	0.00006994591256188269
250252735	1.2487238444950935e-7
250254118	7.382703019221418e-7
250257620	1.206492483655912e-6
250262359	0.000026780858867037966
250263820	2.7307489619747877e-9
250272496	2.7313911609378303e-8
250272786	0.00010904285877804705
250274101	3.1494883685893994e-9
250280301	9.088519656681692e-8
250294084	3.904091445313521e-7
250296271	7.712935792796053e-7
250298098	3.7856293766240092e-6
250339593	3.6433308158709505e-9
250341557	1.979465701991843e-7
250346083	2.210780403762556e-8
250347688	9.653051463473622e-7
250352863	5.627923177685826e-8
250354759	2.2030591575731546e-8
250355929	7.894242946176319e-7
250359576	1.0846294132073991e-7
250379482	6.961065766090962e-8
250380284	4.529448931663139e-8
250391224	4.915863536485021e-6
250392462	2.746686801910653e-7
250394290	3.628395566613488e-8
250394435	0.000017501252117697203
250394939	1.2219287318185105e-8
250405588	3.098109475255985e-7
250416817	3.3363669358870366e-7
250417842	0.000055789064570412104
250423752	0.000014143136000162341
250424187	9.197980759009536e-9
250425648	7.057254166079206e-8
250431045	0.0001192759846835855
250440737	8.100852636000161e-8
250441617	7.449037639201797e-9
250450584	0.004657733363668045
250472684	1.6223675891804396e-6
250480413	3.0162372045704567e-6
250483624	0.0011608877272203555
250488508	4.8467057533983524e-9
250504409	6.771099996807036e-8
250507398	6.64169289874895e-9
250510456	5.0455034897908236e-8
250510968	2.083639895647541e-9
250523658	3.338524920583675e-7
250523735	8.959132523051084e-8
250526647	4.0593653592196426e-7
250526724	0.0039589253130176034
250528688	7.045803196501277e-6
250529055	3.130236025680629e-7
250530293	1.667114636440238e-7
250533795	0.9998960301497033
250534819	2.090790133116253e-7
250538756	3.9892776669560096e-7
250539918	1.3473733223466402e-9
250547578	3.617957418710983e-8
250552830	4.6235374152138887e-8
250562821	5.625381309182881e-9
250578936	5.730936630677075e-6
250585571	3.780248300686111e-6
250586519	8.20403085957577e-9
250591703	7.14059844782812e-6
250594982	6.308637264332775e-10
250595785	7.401129166121051e-8
250596075	5.415159052391622e-7
250596801	1.1874785878546563e-7
250597313	3.406329558214393e-6
250600960	4.829914254570912e-8
250605844	0.013602890394899772
250609781	3.4479985224847704e-9
250611387	4.94363680021362e-6
250613428	0.000010034149289906664
250613872	1.0086941131807115e-7
250620072	7.499695901291628e-8
250622762	1.3190676733792345e-9
250623274	2.8356417182493172e-8
250623419	2.3017046140151933e-8
250623932	1.5314228331254656e-7
250625904	1.8307596188137172e-8
250630789	1.58120039738556e-8
250631592	1.7157319399999363e-7
250648142	1.7139145548276292e-7
250649824	3.755615037696295e-9
250652377	2.6940690506353374e-8
250652446	1.5667872971819507e-6
250654564	4.2468114510418696e-8
250655879	1.2771161849244313e-6
250657476	1.0385032577358738e-6
250664410	4.547407507682088e-7
250666229	9.818673885027788e-8
250674837	7.313736077380647e-6
250677023	0.4133758904772685
250680524	2.88542129837878e-7
250683078	0.00034397164451489793
250687382	0.00003131054230130122
250687450	1.7341436795821256e-7
250696349	1.3860057737484433e-7
250700362	0.9905012542791276
250703718	6.0553029586942775e-6
250707945	3.322987357013513e-9
250723915	5.920682801733339e-9
250728287	2.352706584343734e-6
250734931	2.915737362815323e-9
250736383	0.21106870385767576
250737988	1.48487522315018e-7
250738723	3.084606568795352e-7
250739158	2.426865880956149e-9
250743027	8.954238316094769e-8
250743385	1.0071176379868769e-7
250745068	4.621825964251748e-7
250748637	1.9953695132974976e-9
250751114	0.00005787881059690409
250752651	4.565976895805328e-8
250760525	8.689196284376171e-7
250764316	0.00010953417749841016
250765845	1.5363767424858908e-7
250770004	2.081453195651544e-7
250771387	2.8011681492838287e-9
250773582	7.58781345846581e-10
250781524	2.151957289609457e-8
250782549	1.1916080950594126e-6
250786417	6.340705836406327e-9
250788091	3.2261684791060533e-8
250789116	0.000011086197902252462
250791883	8.706488290820552e-9
250799910	1.4162873293048587e-7
250802677	8.575188068358473e-7
250813104	0.0000699952334173914
250814786	4.414963381091939e-6
250817698	0.9997897676334887
250824778	9.623693119198595e-8
250829662	5.65949821016087e-8
250829808	1.9761421516479212e-8
250830320	2.5395220269333357e-8
250837391	3.7827218279432414e-7
250847895	1.7351856676521731e-7
250857007	6.202612495339301e-6
250857886	1.0134769446260377e-7
250875896	0.00036118577720883736
250876913	0.0013395825610612669
250878595	7.68653092038845e-6
250879176	1.6593595195638985e-9
250884650	1.1265084746647118e-8
250885376	1.1987751141163457e-7
250887784	1.6779862778439672e-7
250899739	3.200238537283271e-8
250914983	0.00005262985877677505
250915060	4.832717573913164e-9
250920602	1.5542435381725493e-7
250923881	6.703564802171156e-8
250943207	1.3114031980635703e-6
250945248	1.6445045403094754e-6
250951815	5.0139666836537683e-8
250968809	0.00001399676298256068
250974710	6.402560169531025e-8
250976751	2.3708843094130815e-8
250978066	5.868300901936548e-7
250978945	0.00001863266508975718
250979236	8.885987790705254e-8
250979594	3.0326502066705933e-8
250981857	1.013846456929014e-7
250985504	4.996810631661042e-9
250991704	2.637733990633324e-6
250991926	9.6942122673612e-7
250994035	5.522848954640511e-7
250995128	1.6868627067002366e-7
250996375	2.158993337283907e-8
251001038	5.2669122698725615e-6
251006435	1.8945852954823427e-6
251008988	0.0010675255111100828
251011832	2.8600644719327723e-7
251013437	1.4179824909163714e-8
251028023	2.463538846437067e-7
251031157	1.2426673950916174e-7
251039543	7.67142427973507e-9
251046034	1.901458561835176e-8
251050628	1.0694352708515958e-6
251061858	3.4239226699662336e-8
251068937	4.59435589199845e-8
251074770	4.3794508594453537e-7
251079800	2.234169992631669e-8
251081550	2.711002872633666e-9
251084539	3.083693891183556e-8
251091909	0.00003210591368953642
251092268	7.226121995308681e-7
251101747	7.985535544135342e-9
251105983	8.178634325295643e-8
251107221	1.561008163752633e-8
251110432	5.260354527244726e-8
251113421	5.092024706028131e-9
251115316	1.6918903021163303e-8
251120859	0.000029101257917447095
251122464	2.1381142074028662e-7
251128587	0.000014767384039970666
251134565	5.2945912824439e-9
251135812	0.000014227153064562867
251143250	8.255043305568098e-9
251144121	3.912002369241562e-7
251150688	1.64948104194682e-8
251156589	2.567126587779853e-7
251160090	5.861916787325702e-8
251161918	0.001096610668562484
251164762	2.899729991231969e-7
251165633	3.191508984191401e-7
251165778	1.9734776485876882e-7
251170082	1.1345442149949516e-6
251172413	6.786017360540622e-6
251172490	2.3490931245339468e-7
251172780	3.4987159656871515e-6
251176504	2.775642555175236e-7
251177007	1.6910029302517245e-6
251179638	1.4552245415018971e-6
251181824	3.9567025516175986e-8
251185692	7.73317795815312e-8
251185906	5.1886115963782806e-8
251187443	7.824221390354848e-7
251195607	5.487826474085447e-8
251197725	1.0195128082843833e-8
251197870	2.4250468887284607e-8
251201149	0.002799602616335075
251209023	2.0033184234601762e-7
251209322	2.921816805202675e-8
251213404	2.261090553767527e-6
251213617	1.3540446499197786e-8
251217776	3.850507688640703e-8
251217853	8.299423581969869e-10
251221354	2.62105493752783e-8
251228861	4.288160175194307e-10
251238707	2.5317209254838873e-8
251240970	1.6295447714362066e-7
251242866	5.390714661485184e-7
251247896	0.05620526556278446
251248041	7.469213913772741e-7
251249792	3.2804967271045323e-7
251251397	1.4891362366188329e-7
251257016	4.899110598822287e-7
251268972	1.649396819256557e-7
251274224	0.00001112919066872969
251281372	7.534349425106999e-7
251282755	1.707478235537483e-8
251289322	4.772182116090488e-9
251302516	2.4121737241864723e-7
251314770	2.736708950373786e-8
251315864	4.677553485937695e-6
251334386	1.648527920070304e-8
251336940	0.20968861033557518
251351235	1.5230701810027844e-9
251369536	1.358544217127784e-7
251372311	1.2398269314882918e-6
251372892	1.5309387284778058e-7
251380040	1.0039035934734724e-7
251391782	7.679818705624391e-8
251404617	0.9949519967947811
251409502	2.8691269081444818e-6
251411620	6.95619431669252e-7
251413080	1.0441233131507384e-7
251426564	1.8072262218360186e-8
251426786	1.0811418288195762e-6
251428170	3.7952263699604413e-7
251429408	2.992499901792954e-7
251440134	1.1602922394462353e-8
251448443	0.00016190482255668215
251450561	1.5050861041747954e-6
251454788	8.147850697992922e-8
251463908	1.805086948300258e-7
251474703	1.386962176558021e-6
251476598	6.05963219292634e-8
251482286	4.872004228710339e-7
251487025	3.407803145297569e-6
251489869	5.189328681861878e-8
251500954	4.358933362131377e-10
251501031	1.4072529600758857e-7
251503285	8.102700334526451e-6
251522252	0.0005930720151852097
251522756	0.000042926867826300725
251542594	0.000025034205196792522
251544711	0.0009202033546142647
251549741	0.005099921204107639
251550834	9.044723889874956e-9
251553678	4.6535472070483826e-8
251556308	6.83989605489321e-8
251557615	1.1692923825178115e-8
251560313	2.9383370705252898e-8
251561483	4.525363572912246e-8
251563456	6.146608275859208e-7
251567171	7.27868147799158e-9
251573806	0.019155340109854903
251576650	0.000247585515668455
251579639	2.515915416354036e-6
251583507	0.0007851743458098886
251585181	2.5008411846154974e-8
251601372	1.7700530469680583e-8
251606556	1.961749254680664e-7
251606915	5.72152224032749e-7
251613994	0.15901953446538422
251616180	0.6048449046371823
251617564	1.2733505129437158e-7
251617709	5.560754170001406e-8
251622081	1.498549465226277e-8
251624780	4.3603671978984005e-7
251635284	1.0696227043300184e-7
251636377	2.4071274962676624e-8
251636454	7.449861854485322e-9
251641774	4.261804141090342e-9
251644037	1.9348250410719658e-8
251644618	1.4053772944452986e-8
251663653	6.312524979392127e-10
251668102	5.01417710231253e-7
251671894	3.089893739321137e-8
251686915	5.093194921240895e-7
251691800	1.3665586201239158e-6
251695156	1.5599386656375999e-6
251697052	1.1403936852708447e-7
251704131	0.1021645896719148
251713175	1.8449669696434344e-8
251716164	1.1290687040067927e-6
251742193	2.2966548086895363e-9
251745626	2.0956998295088017e-7
251747735	9.478602623397382e-6
251750434	0.000010228466573384316
251754669	1.361034602837661e-6
251756198	0.00001095780800872989
251757581	6.435880023483718e-6
251779750	0.000017148453137684025
251780844	4.9357145797248415e-9
251783107	0.0018695410339939853
251785079	5.137147902265047e-8
251786027	1.4665238685246697e-8
251786241	0.000026558842761277755
251792372	2.5722865786282294e-7
251794780	0.000021372936087940863
251797547	2.8386725666910147e-8
251797624	0.28642633409397766
251802073	1.874811314662161e-9
251803969	0.10974381572903387
251805207	0.000020947154782796776
251809657	1.81600247848976e-8
251812859	0.06668767284122426
251819426	0.002214882291579026
251821757	3.432274484242276e-8
251830143	1.3440970853718269e-9
251832483	9.93271322495482e-9
251833935	5.575370594044641e-8
251836565	1.1904390345425972e-7
251836634	1.755177788356884e-7
251841305	1.0651276359518805e-7
251842910	1.501592740798945e-8
251845242	1.9904585063214996e-7
251850639	1.9756262695388863e-8
251870255	0.00010469847863647164
251895413	0.0007082963859804471
251896805	2.8358833698907284e-6
251902347	2.963767189661245e-7
251907086	1.9351322531502003e-9
251908615	0.0000320094720838856
251909341	0.020434666478221227
251912629	3.319278371384762e-6
251916130	5.522917409611047e-8
251917223	1.096772716986374e-8
251919631	5.811812157852607e-8
251921741	0.00007100202640895119
251931664	4.5817854082893507e-7
251933338	1.99034728379298e-8
251934798	2.928675487339679e-7
251942894	3.800942525872134e-6
251943039	6.94150414270852e-8
251943406	1.927118893626286e-9
251950255	3.2173297842056733e-7
251950844	1.8763543232736236e-7
251952663	5.556830538060392e-8
251963090	0.0019112768783753585
251967830	0.0000718212780094982
251969657	1.3792165420324934e-7
251970024	1.1075909069910402e-7
251972501	5.674242839275108e-9
251977608	6.930274412679595e-9
251979503	3.592589165232528e-8
251988760	1.3386872754526373e-7
251989495	2.857539218472669e-9
251992117	1.0740177092656197e-8
252016327	6.438479830050842e-8
252016694	0.0003815773061961793
252026609	2.0765029916735167e-7
252029896	0.000024850140269616507
252032151	2.4583210196138463e-9
252032373	4.5153524622061983e-7
252040537	1.7457211882638378e-7
252042877	1.4404526140751814e-8
252049145	1.1981155766319445e-7
252051630	0.00004219416480708268
252052868	0.000013467032274871764
252056728	6.38436354408789e-7
252069931	0.001218929616050956
252080503	1.259421407760606e-7
252083347	1.2089316797840804e-6
252087505	2.466033342739621e-9
252088018	9.863867664125804e-10
252088530	3.7579581120973376e-6
252089768	2.4670547889710787e-7
252091297	3.6875162329640733e-6
252100853	5.684993582747886e-8
252101365	0.00027051188501373366
252107710	3.9279269253078675e-8
252108146	5.8402809226568296e-8
252110844	7.321490232815452e-7
252112595	1.7973509529951214e-7
252117044	3.737507126560742e-9
252127907	5.381159499204136e-9
252131118	5.50270129746685e-8
252132501	0.10779955799645517
252136950	6.261401194422612e-9
252138479	8.371983274655848e-7
252141980	6.820738011599655e-8
252147967	8.965969581153523e-9
252154961	1.5076346779528827e-9
252157446	1.5781324872359793e-6
252159196	1.2442347082754506e-8
252164739	1.1771799432119327e-8
252166558	3.7018828942432893e-7
252170136	1.861205313228781e-7
252176114	4.042535881502677e-8
252180051	3.4520926908480657e-9
252184722	0.0012975294979806521
252186763	1.1370267420665426e-7
252188659	1.3518663305558151e-8
252191058	6.454933639777368e-9
252191425	2.591681217014744e-7
252197403	1.081454644786089e-7
252201784	1.3389172730243421e-8
252203022	9.766128237303725e-9
252210460	0.00006604575390657449
252221981	3.246620336333434e-8
252226361	0.31602458369549025
252228548	4.923080988678192e-7
252232852	4.870683035071866e-7
252236788	9.720253284239983e-9
252237882	0.00004318612121839911
252240068	3.1505017672219645e-6
252251955	2.4716091230265378e-8
252256481	2.0090515308429715e-8
252272596	2.4273125205419438e-8
252273176	1.0439328223502718e-8
252274859	1.2194877929036045e-8
252280401	5.138091476570418e-7
252282801	9.132631996691169e-8
252286814	1.1167322030692099e-6
252289444	1.1310117129125813e-8
252292724	0.0000476550883829305
252294039	3.261002475537818e-8
252300965	1.1504259166457187e-8
252316353	0.000054872175017917774
252322698	0.00007374977416343509
252331229	2.293619787890377e-6
252337574	3.63613668562558e-8
252339325	1.6109424145070032e-6
252350777	5.069066045145654e-9
252354056	2.6170596484798566e-8
252357703	6.068257104537042e-7
252359376	1.754970486521744e-7
252360760	1.2387910143696033e-7
252363902	4.4103907144084343e-8
252377395	1.592513611237904e-8
252385559	2.6595344950013888e-8
252387378	1.3048818561020238e-7
252388693	1.0421490552223387e-9
252392126	2.8444165529492434e-8
252408454	1.5326570322598468e-8
252410427	0.00006973165400435837
252411597	6.53247395367632e-8
252414219	1.3223821336427824e-8
252414586	4.826618055947558e-7
252417062	4.3699951044834296e-8
252421076	3.0766476439811767e-6
252429752	2.0099734566645674e-9
252444193	0.11116629148094437
252445944	2.0385013257450097e-8
252447985	0.0000545938275541835
252449009	4.0555298499705873e-8
252449078	4.8037310518157244e-6
252452212	8.002489225483686e-7
252459727	1.352713535599747e-8
252461255	1.4327457929349003e-7
252477302	0.0004133448902109392
252491742	0.00006763131794466207
252491811	4.065925547179388e-10
252495167	0.00005794747101042956
252496917	5.2926041424664085e-6
252504791	2.737955585301495e-7
252506473	1.1520393431609277e-7
252507344	2.1984493199864817e-8
252507490	1.2053304777588768e-9
252514492	3.7241304561186254e-8
252528566	5.127547575988031e-7
252531853	7.053419847199261e-8
252533015	6.832328233844864e-9
252565910	1.6409720660833305e-7
252567003	0.0026436799192623645
252571520	8.774770897583177e-8
252571811	2.274618591634389e-7
252574219	1.941415209685385e-9
252575824	0.00013067305054659695
252582315	5.2979791393133096e-8
252582460	8.71602065463816e-8
252590701	0.00023518540949605968
252603024	1.755171430508952e-8
252604774	1.7348678190902077e-8
252605218	1.055202025465318e-7
252605654	2.4179217140791285e-6
252606670	1.2884171392388753e-7
252611708	1.359887089479216e-6
252614552	1.511991598766128e-7
252619147	0.00006733341127735306
252623007	7.608380253544386e-8
252623297	8.907717703648295e-7
252623886	0.000014354082675164475
252624979	2.141288742075365e-6
252627020	3.092419052357166e-7
252627456	7.164013640578514e-8
252635116	0.00003412131100777597
252635483	2.4040223279006284e-8
252663630	3.4316082401762385e-8
252671358	1.1142119385228251e-8
252671435	2.9508234379609052e-8
252676687	3.19887457440995e-7
252677558	5.5486071765874066e-8
252697541	1.3320358874704886e-8
252707900	0.00036559919103684073
252712418	3.5214286118681597e-8
252714313	8.267958235694514e-7
252715842	8.72659267936996e-9
252718839	0.00001378724943442452
252719275	1.5626929507273793e-6
252722845	3.959031165435078e-8
252730505	3.173895560713238e-7
252731521	1.5746547145660922e-9
252735022	9.710678698738547e-6
252754715	3.6176126308602935e-8
252766679	6.008718818896897e-9
252770249	3.718753551456216e-9
252771128	7.5604389945687075e-6
252771922	7.94608591050981e-7
252772366	0.00042631226744535447
252775501	5.557333965333672e-8
252789207	1.9602977380992085e-7
252803579	1.6936893058912393e-8
252811308	3.228000852158128e-8
252815757	0.000019708730015042548
252816995	0.00002496022094311232
252817721	8.655181854406825e-7
252834203	3.738560345582717e-7
252835953	3.670187092849417e-7
252837268	4.709184183288552e-8
252846235	3.1754528660142755e-8
252846602	0.00005078369268014357
252846970	0.000011486526559581832
252849087	2.1770023299343398e-7
252853750	9.577454330982066e-9
252854843	2.481992579943722e-6
252855791	0.000018796072689637676
252856158	7.090431139514462e-8
252863818	0.00006822176139622472
252864613	7.002758368835151e-9
252865859	2.7654550931770563e-7
252872640	2.1516786170271419e-7
252888029	1.2777966522958123e-9
252896124	1.7083308746358377e-8
252896415	4.515252749885821e-9
252897875	0.0033537437821671468
252899984	3.263255240409967e-9
252904066	1.6562438515112476e-8
252906406	6.831268751686679e-7
252907209	3.788746060506022e-9
252911214	1.1128411074944234e-8
252911948	6.458218014639189e-8
252912751	3.8645073427562306e-8
252913844	1.2304347475902452e-6
252922956	1.1329934730280902e-8
252931633	0.43774928365569493
252933682	1.4090386703730133e-8
252937252	6.160041987857171e-8
252937978	1.5414334410697323e-7
252938054	2.9627116041411303e-6
252942358	5.917381410704468e-9
252944767	2.0916798983116268e-8
252956867	2.703448263442118e-7
252964382	1.097252672915078e-6
252985023	7.399658004208475e-7
252987499	4.483514983978488e-7
252993554	1.0875023449282241e-7
253002811	8.598424039218366e-7
253003178	0.000017849477441467873
253005219	8.086536407598132e-8
253012290	3.1702736136254125e-6
253014699	5.2940257401514716e-8
253017252	7.859749091595072e-9
253017474	3.067621672937761e-6
253018200	2.4103947814019843e-6
253026663	6.683263679360202e-7
253027534	1.156048087558265e-6
253028558	0.000015328474879711278
253029139	2.3065768483411696e-6
253034613	0.001139242155761758
253037090	2.991141578859366e-7
253045108	0.9985149311176061
253047594	3.4871834774718995e-8
253048610	1.0494015329036862e-7
253050292	5.0850971560302465e-8
253054007	4.349922191560506e-8
253057875	4.418235905086859e-8
253070275	5.275902811461271e-9
253072094	6.493678049429905e-8
253072606	1.8685759684369527e-9
253075373	3.1923083488931153e-9
253086757	1.2909008959896764e-6
253087337	0.00002563803017049513
253088653	0.00016881085139547285
253105783	1.709940875989012e-8
253106296	3.5864833247586886e-6
253107098	4.6401617222072554e-7
253117457	2.38145998610524e-6
253117747	2.2042490966787273e-6
253127158	2.644422898307922e-7
253131599	3.668034200344999e-7
253144801	1.1712410024569637e-8
253146116	1.5770359274582568e-6
253152897	7.270329502570763e-8
253154280	2.1251997896272947e-8
253158004	6.489941562712769e-6
253158952	4.931049793376573e-8
253160335	4.7399993249445707e-7
253166245	1.265264601198701e-7
253168576	3.137937472985561e-8
253175869	3.558306489349386e-7
253185860	3.1255955010584174e-8
253193299	9.17916292492042e-9
253210002	3.0041252413504233e-7
253217150	0.00011134003061213803
253223196	0.00007061259025648856
253223418	0.000013742280784618278
253224802	9.815264470377487e-8
253226407	1.0885697777384505e-6
253228235	1.621065603983599e-6
253230054	1.0063428671075863e-6
253231804	7.896426593094e-8
253232026	3.02953517244205e-7
253235886	3.0915835376329226e-7
253245809	2.1655149326300648e-8
253248363	4.009609283838308e-6
253262505	1.0745009468991382e-7
253269439	0.997945770174948
253271480	2.9335877117250943e-6
253280224	4.23637887877605e-8
253292701	2.0551015412199192e-9
253295109	2.2485221106518684e-7
253299405	6.954155049566326e-8
253300139	1.3392547466027385e-8
253312607	4.505412429611542e-9
253328508	6.945998909412154e-9
253331207	1.7093438891870633e-7
253336817	1.5721421689388725e-8
253343017	0.000016005700511835005
253343820	1.2512023333723737e-8
253344990	1.3552450520272037e-8
253346151	1.5526964133126265e-8
253355417	0.00006828332436927513
253359354	6.101150670231956e-8
253370438	6.272146478827003e-6
253373427	2.468467104130595e-6
253373504	0.07382478522668914
253395161	4.9672598378259916e-6
253395818	4.603310825271243e-8
253402531	1.4120057786463686e-7
253405007	8.020497999601878e-9
253412812	7.560778436535636e-7
253412958	3.918175868046165e-6
253419081	1.0840652159588234e-7
253440088	0.0006727351310036656
253440379	2.953199968358891e-8
253444461	7.132888191046968e-9
253450370	5.7424014408819046e-9
253451532	1.03592022863805e-7
253454307	0.9999950648982613
253454597	9.115059930824937e-7
253455400	8.191151692866656e-7
253459559	7.10333929002199e-7
253462403	3.413857643993157e-8
253465972	1.4398323529969077e-7
253466997	0.00046136086633690604
253470712	1.2885893471587313e-6
253478227	4.464111515543402e-7
253479175	1.7716740375835698e-8
253480336	4.29575545764395e-8
253489679	3.613680509249952e-7
253497697	6.905179512136212e-7
253498500	5.4404327808527475e-8
