foto_mes,column,target_nulls,preprocessed_nulls,null_change,target_null_pct,preprocessed_null_pct,target_zeros,preprocessed_zeros,zero_change,target_zero_pct,preprocessed_zero_pct
201905,ctarjeta_visa,0,0,0,0.0,0.0,5392,5392,0,4.238927060895269,4.238927060895269
201905,ctarjeta_visa_transacciones,0,0,0,0.0,0.0,18761,18761,0,14.748981934246316,14.748981934246316
201905,mtarjeta_visa_consumo,0,0,0,0.0,0.0,18761,18761,0,14.748981934246316,14.748981934246316
201905,ctarjeta_master,0,0,0,0.0,0.0,16818,16818,0,13.221490228141066,13.221490228141066
201905,ctarjeta_master_transacciones,0,0,0,0.0,0.0,78423,78423,0,61.65233251049512,61.65233251049512
201905,mtarjeta_master_consumo,0,0,0,0.0,0.0,78423,78423,0,61.65233251049512,61.65233251049512
201905,cprestamos_prendarios,0,0,0,0.0,0.0,125247,125247,0,98.46307447996101,98.46307447996101
201905,mprestamos_prendarios,0,0,0,0.0,0.0,125245,125245,0,98.46150217763872,98.46150217763872
201905,cprestamos_hipotecarios,0,0,0,0.0,0.0,125347,125347,0,98.54168959607553,98.54168959607553
201905,mprestamos_hipotecarios,0,0,0,0.0,0.0,125347,125347,0,98.54168959607553,98.54168959607553
201905,cplazo_fijo,0,0,0,0.0,0.0,112467,112467,0,88.41606264052452,88.41606264052452
201905,mplazo_fijo_dolares,0,0,0,0.0,0.0,112836,112836,0,88.70615241898712,88.70615241898712
201905,mplazo_fijo_pesos,0,0,0,0.0,0.0,126435,126435,0,99.39702205940158,99.39702205940158
201905,cinversion1,0,0,0,0.0,0.0,121643,121643,0,95.62978569519348,95.62978569519348
201905,minversion1_pesos,0,0,0,0.0,0.0,122321,122321,0,96.16279618244997,96.16279618244997
201905,minversion1_dolares,0,0,0,0.0,0.0,125897,125897,0,98.97407273470543,98.97407273470543
201905,cinversion2,0,0,0,0.0,0.0,121860,121860,0,95.800380497162,95.800380497162
201905,minversion2,0,0,0,0.0,0.0,121861,121861,0,95.80116664832315,95.80116664832315
201905,cseguro_vida,0,0,0,0.0,0.0,100512,100512,0,79.01762550903288,79.01762550903288
201905,cseguro_auto,0,0,0,0.0,0.0,124591,124591,0,97.94735931824971,97.94735931824971
201905,cseguro_vivienda,0,0,0,0.0,0.0,110086,110086,0,86.54423672583765,86.54423672583765
201905,cseguro_accidentes_personales,0,0,0,0.0,0.0,103246,103246,0,81.16696278360403,81.16696278360403
201905,ccaja_seguridad,0,0,0,0.0,0.0,117953,117953,0,92.72888791056744,92.72888791056744
201905,cpayroll_trx,0,0,0,0.0,0.0,66255,66255,0,52.08644518167954,52.08644518167954
201905,mpayroll,0,0,0,0.0,0.0,66255,66255,0,52.08644518167954,52.08644518167954
201905,mpayroll2,0,0,0,0.0,0.0,126774,126774,0,99.66352730302982,99.66352730302982
201905,cpayroll2_trx,0,0,0,0.0,0.0,126774,126774,0,99.66352730302982,99.66352730302982
201905,ccuenta_debitos_automaticos,0,0,0,0.0,0.0,65291,65291,0,51.3285954623355,51.3285954623355
201905,mcuenta_debitos_automaticos,0,0,0,0.0,0.0,65291,65291,0,51.3285954623355,51.3285954623355
201905,ctarjeta_visa_debitos_automaticos,0,0,0,0.0,0.0,42018,42018,0,33.032499489001744,33.032499489001744
201905,mttarjeta_visa_debitos_automaticos,0,0,0,0.0,0.0,42018,42018,0,33.032499489001744,33.032499489001744
201905,ctarjeta_master_debitos_automaticos,0,0,0,0.0,0.0,104070,104070,0,81.81475134038773,81.81475134038773
201905,mttarjeta_master_debitos_automaticos,0,0,0,0.0,0.0,104070,104070,0,81.81475134038773,81.81475134038773
201905,cpagodeservicios,0,0,0,0.0,0.0,101838,101838,0,80.06006194871149,80.06006194871149
201905,mpagodeservicios,0,0,0,0.0,0.0,101838,101838,0,80.06006194871149,80.06006194871149
201905,cpagomiscuentas,0,0,0,0.0,0.0,80048,80048,0,62.929828147356176,62.929828147356176
201905,mpagomiscuentas,0,0,0,0.0,0.0,80048,80048,0,62.929828147356176,62.929828147356176
201905,ccajeros_propios_descuentos,0,0,0,0.0,0.0,121475,121475,0,95.49771230012107,95.49771230012107
201905,mcajeros_propios_descuentos,0,0,0,0.0,0.0,122340,122340,0,96.17773305451172,96.17773305451172
201905,ctarjeta_visa_descuentos,0,0,0,0.0,0.0,113692,113692,0,89.37909781292747,89.37909781292747
201905,mtarjeta_visa_descuentos,2361,2361,0,1.8561028914639708,1.8561028914639708,114224,114224,0,89.79733023065675,89.79733023065675
201905,ctarjeta_master_descuentos,0,0,0,0.0,0.0,122677,122677,0,96.44266599581768,96.44266599581768
201905,mtarjeta_master_descuentos,382,382,0,0.30030974355749124,0.30030974355749124,122909,122909,0,96.62505306520337,96.62505306520337
201905,ccomisiones_mantenimiento,0,0,0,0.0,0.0,83236,83236,0,65.43607804908729,65.43607804908729
201905,mcomisiones_mantenimiento,0,0,0,0.0,0.0,83464,83464,0,65.6153205138284,65.6153205138284
201905,ccomisiones_otras,0,0,0,0.0,0.0,127202,127202,0,100.0,100.0
201905,mcomisiones_otras,0,0,0,0.0,0.0,127202,127202,0,100.0,100.0
201905,cforex,0,0,0,0.0,0.0,105453,105453,0,82.90199839625163,82.90199839625163
201905,cforex_buy,0,0,0,0.0,0.0,118243,118243,0,92.95687174729957,92.95687174729957
201905,mforex_buy,0,0,0,0.0,0.0,118243,118243,0,92.95687174729957,92.95687174729957
201905,cforex_sell,0,0,0,0.0,0.0,112555,112555,0,88.48524394270531,88.48524394270531
201905,mforex_sell,0,0,0,0.0,0.0,112555,112555,0,88.48524394270531,88.48524394270531
201905,ctransferencias_recibidas,0,0,0,0.0,0.0,127068,127068,0,99.89465574440653,99.89465574440653
201905,mtransferencias_recibidas,0,0,0,0.0,0.0,127068,127068,0,99.89465574440653,99.89465574440653
201905,ctransferencias_emitidas,0,0,0,0.0,0.0,71673,71673,0,56.34581217276458,56.34581217276458
201905,mtransferencias_emitidas,0,0,0,0.0,0.0,72747,72747,0,57.19013851983459,57.19013851983459
201905,cextraccion_autoservicio,0,0,0,0.0,0.0,57031,57031,0,44.83498687127561,44.83498687127561
201905,mextraccion_autoservicio,0,0,0,0.0,0.0,57031,57031,0,44.83498687127561,44.83498687127561
201905,ccheques_depositados,0,0,0,0.0,0.0,118505,118505,0,93.16284335151963,93.16284335151963
201905,mcheques_depositados,0,0,0,0.0,0.0,118505,118505,0,93.16284335151963,93.16284335151963
201905,ccheques_emitidos,0,0,0,0.0,0.0,121411,121411,0,95.44739862580776,95.44739862580776
201905,mcheques_emitidos,0,0,0,0.0,0.0,121411,121411,0,95.44739862580776,95.44739862580776
201905,ccheques_depositados_rechazados,0,0,0,0.0,0.0,126212,126212,0,99.22171035046618,99.22171035046618
201905,mcheques_depositados_rechazados,0,0,0,0.0,0.0,126212,126212,0,99.22171035046618,99.22171035046618
201905,ccheques_emitidos_rechazados,0,0,0,0.0,0.0,126492,126492,0,99.44183267558687,99.44183267558687
201905,mcheques_emitidos_rechazados,0,0,0,0.0,0.0,126492,126492,0,99.44183267558687,99.44183267558687
201905,tcallcenter,0,0,0,0.0,0.0,105668,105668,0,83.07102089589786,83.07102089589786
201905,ccallcenter_transacciones,0,0,0,0.0,0.0,105668,105668,0,83.07102089589786,83.07102089589786
201905,thomebanking,0,0,0,0.0,0.0,26952,26952,0,21.188346095187182,21.188346095187182
201905,chomebanking_transacciones,0,0,0,0.0,0.0,60687,60687,0,47.7091555164227,47.7091555164227
201905,ccajas_transacciones,0,0,0,0.0,0.0,92270,92270,0,72.5381676388736,72.5381676388736
201905,ccajas_consultas,0,0,0,0.0,0.0,112631,112631,0,88.54499143095234,88.54499143095234
201905,ccajas_depositos,0,0,0,0.0,0.0,111824,111824,0,87.91056744390812,87.91056744390812
201905,ccajas_extracciones,0,0,0,0.0,0.0,108684,108684,0,85.44205279791198,85.44205279791198
201905,ccajas_otras,0,0,0,0.0,0.0,119926,119926,0,94.27996415150704,94.27996415150704
201905,catm_trx,0,0,0,0.0,0.0,67329,67329,0,52.930771528749545,52.930771528749545
201905,matm,0,0,0,0.0,0.0,67329,67329,0,52.930771528749545,52.930771528749545
201905,catm_trx_other,0,0,0,0.0,0.0,89000,89000,0,69.96745334192859,69.96745334192859
201905,matm_other,0,0,0,0.0,0.0,89000,89000,0,69.96745334192859,69.96745334192859
201905,ctrx_quarter,0,0,0,0.0,0.0,961,961,0,0.7554912658605997,0.7554912658605997
201905,tmobile_app,127202,127202,0,100.0,100.0,0,0,0,0.0,0.0
201905,cmobile_app_trx,127202,127202,0,100.0,100.0,0,0,0,0.0,0.0
201905,Master_delinquency,16309,16309,0,12.821339287118127,12.821339287118127,110215,110215,0,86.64565022562539,86.64565022562539
201905,Master_status,16309,16309,0,12.821339287118127,12.821339287118127,110381,110381,0,86.7761513183755,86.7761513183755
201905,Master_mfinanciacion_limite,16309,16309,0,12.821339287118127,12.821339287118127,320,320,0,0.2515683715664848,0.2515683715664848
201905,Master_Fvencimiento,16309,16309,0,12.821339287118127,12.821339287118127,0,0,0,0.0,0.0
201905,Master_Finiciomora,126524,126524,0,99.46698951274351,99.46698951274351,0,0,0,0.0,0.0
201905,Master_msaldototal,16309,16309,0,12.821339287118127,12.821339287118127,56407,56407,0,44.34442854672096,44.34442854672096
201905,Master_msaldopesos,16309,16309,0,12.821339287118127,12.821339287118127,57135,57135,0,44.91674659203472,44.91674659203472
201905,Master_msaldodolares,16309,16309,0,12.821339287118127,12.821339287118127,104181,104181,0,81.90201411927485,81.90201411927485
201905,Master_mconsumospesos,72999,72999,0,57.3882486124432,57.3882486124432,15654,15654,0,12.306410276567979,12.306410276567979
201905,Master_mconsumosdolares,72999,72999,0,57.3882486124432,57.3882486124432,47998,47998,0,37.73368343265043,37.73368343265043
201905,Master_mlimitecompra,16309,16309,0,12.821339287118127,12.821339287118127,0,0,0,0.0,0.0
201905,Master_madelantopesos,72999,72999,0,57.3882486124432,57.3882486124432,53639,53639,0,42.16836213267087,42.16836213267087
201905,Master_madelantodolares,72999,72999,0,57.3882486124432,57.3882486124432,54186,54186,0,42.59838681781733,42.59838681781733
201905,Master_fultimo_cierre,16331,16331,0,12.838634612663324,12.838634612663324,0,0,0,0.0,0.0
201905,Master_mpagado,16309,16309,0,12.821339287118127,12.821339287118127,104888,104888,0,82.45782299020456,82.45782299020456
201905,Master_mpagospesos,72999,72999,0,57.3882486124432,57.3882486124432,4436,4436,0,3.4873665508403957,3.4873665508403957
201905,Master_mpagosdolares,72999,72999,0,57.3882486124432,57.3882486124432,49177,49177,0,38.6605556516407,38.6605556516407
201905,Master_fechaalta,16309,16309,0,12.821339287118127,12.821339287118127,0,0,0,0.0,0.0
201905,Master_mconsumototal,72999,72999,0,57.3882486124432,57.3882486124432,15654,15654,0,12.306410276567979,12.306410276567979
201905,Master_cconsumos,72999,72999,0,57.3882486124432,57.3882486124432,15654,15654,0,12.306410276567979,12.306410276567979
201905,Master_cadelantosefectivo,72999,72999,0,57.3882486124432,57.3882486124432,53639,53639,0,42.16836213267087,42.16836213267087
201905,Master_mpagominimo,16309,16309,0,12.821339287118127,12.821339287118127,64280,64280,0,50.533796638417634,50.533796638417634
201905,Visa_delinquency,4781,4781,0,3.758588701435512,3.758588701435512,121424,121424,0,95.45761859090265,95.45761859090265
201905,Visa_status,4781,4781,0,3.758588701435512,3.758588701435512,121796,121796,0,95.7500668228487,95.7500668228487
201905,Visa_mfinanciacion_limite,4781,4781,0,3.758588701435512,3.758588701435512,373,373,0,0.29323438310718386,0.29323438310718386
201905,Visa_Fvencimiento,4781,4781,0,3.758588701435512,3.758588701435512,0,0,0,0.0,0.0
201905,Visa_Finiciomora,126205,126205,0,99.21620729233817,99.21620729233817,0,0,0,0.0,0.0
201905,Visa_msaldototal,4781,4781,0,3.758588701435512,3.758588701435512,12090,12090,0,9.504567538246254,9.504567538246254
201905,Visa_msaldopesos,4781,4781,0,3.758588701435512,3.758588701435512,12329,12329,0,9.692457665759973,9.692457665759973
201905,Visa_msaldodolares,4781,4781,0,3.758588701435512,3.758588701435512,100805,100805,0,79.24796779924844,79.24796779924844
201905,Visa_mconsumospesos,16459,16459,0,12.939261961289917,12.939261961289917,7451,7451,0,5.857612301693369,5.857612301693369
201905,Visa_mconsumosdolares,16459,16459,0,12.939261961289917,12.939261961289917,54937,54937,0,43.18878633983742,43.18878633983742
201905,Visa_mlimitecompra,4781,4781,0,3.758588701435512,3.758588701435512,0,0,0,0.0,0.0
201905,Visa_madelantopesos,16459,16459,0,12.939261961289917,12.939261961289917,109678,109678,0,86.22348705209038,86.22348705209038
201905,Visa_madelantodolares,16459,16459,0,12.939261961289917,12.939261961289917,110659,110659,0,86.99470134117388,86.99470134117388
201905,Visa_fultimo_cierre,4793,4793,0,3.768022515369255,3.768022515369255,0,0,0,0.0,0.0
201905,Visa_mpagado,4781,4781,0,3.758588701435512,3.758588701435512,111641,111641,0,87.76670178141853,87.76670178141853
201905,Visa_mpagospesos,16459,16459,0,12.939261961289917,12.939261961289917,2961,2961,0,2.32779358815113,2.32779358815113
201905,Visa_mpagosdolares,16459,16459,0,12.939261961289917,12.939261961289917,93849,93849,0,73.77950032232198,73.77950032232198
201905,Visa_fechaalta,4781,4781,0,3.758588701435512,3.758588701435512,0,0,0,0.0,0.0
201905,Visa_mconsumototal,16459,16459,0,12.939261961289917,12.939261961289917,7451,7451,0,5.857612301693369,5.857612301693369
201905,Visa_cconsumos,16459,16459,0,12.939261961289917,12.939261961289917,7440,7440,0,5.848964638920772,5.848964638920772
201905,Visa_cadelantosefectivo,16459,16459,0,12.939261961289917,12.939261961289917,109678,109678,0,86.22348705209038,86.22348705209038
201905,Visa_mpagominimo,4781,4781,0,3.758588701435512,3.758588701435512,18299,18299,0,14.385780097797204,14.385780097797204
201910,active_quarter,0,0,0,0.0,0.0,1769,1769,0,1.300639658848614,1.300639658848614
201910,cliente_vip,0,0,0,0.0,0.0,135090,135090,0,99.32357914859202,99.32357914859202
201910,internet,0,0,0,0.0,0.0,12586,12586,0,9.253731343283581,9.253731343283581
201910,cliente_edad,0,0,0,0.0,0.0,0,0,0,0.0,0.0
201910,cliente_antiguedad,0,0,0,0.0,0.0,0,0,0,0.0,0.0
201910,mrentabilidad,0,0,0,0.0,0.0,136010,136010,0,100.0,100.0
201910,mrentabilidad_annual,0,0,0,0.0,0.0,136010,136010,0,100.0,100.0
201910,mcomisiones,0,0,0,0.0,0.0,136010,136010,0,100.0,100.0
201910,mactivos_margen,0,0,0,0.0,0.0,136010,136010,0,100.0,100.0
201910,mpasivos_margen,0,0,0,0.0,0.0,136010,136010,0,100.0,100.0
201910,cproductos,0,0,0,0.0,0.0,0,0,0,0.0,0.0
201910,tcuentas,0,0,0,0.0,0.0,0,0,0,0.0,0.0
201910,ccuenta_corriente,0,0,0,0.0,0.0,0,0,0,0.0,0.0
201910,mcuenta_corriente_adicional,0,0,0,0.0,0.0,135930,135930,0,99.94118079552975,99.94118079552975
201910,mcuenta_corriente,0,0,0,0.0,0.0,61762,61762,0,45.40989633115212,45.40989633115212
201910,ccaja_ahorro,0,0,0,0.0,0.0,0,0,0,0.0,0.0
201910,mcaja_ahorro,0,0,0,0.0,0.0,9413,9413,0,6.920814645981913,6.920814645981913
201910,mcaja_ahorro_adicional,0,0,0,0.0,0.0,132973,132973,0,97.76707595029777,97.76707595029777
201910,mcaja_ahorro_dolares,0,0,0,0.0,0.0,56799,56799,0,41.7608999338284,41.7608999338284
201910,cdescubierto_preacordado,0,0,0,0.0,0.0,5528,5528,0,4.0644070288949345,4.0644070288949345
201910,mcuentas_saldo,0,0,0,0.0,0.0,1069,1069,0,0.7859716197338431,0.7859716197338431
201910,ctarjeta_debito,0,0,0,0.0,0.0,68,68,0,0.04999632379972061,0.04999632379972061
201910,ctarjeta_debito_transacciones,0,0,0,0.0,0.0,46173,46173,0,33.948239100066175,33.948239100066175
201910,mautoservicio,0,0,0,0.0,0.0,46173,46173,0,33.948239100066175,33.948239100066175
201910,ctarjeta_visa,0,0,0,0.0,0.0,5725,5725,0,4.209249319902948,4.209249319902948
201910,ctarjeta_visa_transacciones,0,0,0,0.0,0.0,19863,19863,0,14.604073229909565,14.604073229909565
201910,mtarjeta_visa_consumo,0,0,0,0.0,0.0,19863,19863,0,14.604073229909565,14.604073229909565
201910,ctarjeta_master,0,0,0,0.0,0.0,16931,16931,0,12.448349386074554,12.448349386074554
201910,ctarjeta_master_transacciones,0,0,0,0.0,0.0,85335,85335,0,62.74171016836997,62.74171016836997
201910,mtarjeta_master_consumo,0,0,0,0.0,0.0,85335,85335,0,62.74171016836997,62.74171016836997
201910,cprestamos_prendarios,0,0,0,0.0,0.0,134206,134206,0,98.67362693919564,98.67362693919564
201910,mprestamos_prendarios,0,0,0,0.0,0.0,134207,134207,0,98.67436217925153,98.67436217925153
201910,cprestamos_hipotecarios,0,0,0,0.0,0.0,134123,134123,0,98.61260201455775,98.61260201455775
201910,mprestamos_hipotecarios,0,0,0,0.0,0.0,134123,134123,0,98.61260201455775,98.61260201455775
201910,cplazo_fijo,0,0,0,0.0,0.0,123074,123074,0,90.48893463715903,90.48893463715903
201910,mplazo_fijo_dolares,0,0,0,0.0,0.0,123345,123345,0,90.68818469230203,90.68818469230203
201910,mplazo_fijo_pesos,0,0,0,0.0,0.0,135481,135481,0,99.6110580104404,99.6110580104404
201910,cinversion1,0,0,0,0.0,0.0,131873,131873,0,96.9583118888317,96.9583118888317
201910,minversion1_pesos,0,0,0,0.0,0.0,132427,132427,0,97.36563487978825,97.36563487978825
201910,minversion1_dolares,0,0,0,0.0,0.0,135073,135073,0,99.31108006764208,99.31108006764208
201910,cinversion2,0,0,0,0.0,0.0,130626,130626,0,96.04146753915153,96.04146753915153
201910,minversion2,0,0,0,0.0,0.0,130627,130627,0,96.04220277920741,96.04220277920741
201910,cseguro_vida,0,0,0,0.0,0.0,109220,109220,0,80.30291890302183,80.30291890302183
201910,cseguro_auto,0,0,0,0.0,0.0,133209,133209,0,97.94059260348504,97.94059260348504
201910,cseguro_vivienda,0,0,0,0.0,0.0,117258,117258,0,86.21277847217117,86.21277847217117
201910,cseguro_accidentes_personales,0,0,0,0.0,0.0,111379,111379,0,81.89030218366297,81.89030218366297
201910,ccaja_seguridad,0,0,0,0.0,0.0,125538,125538,0,92.30056613484302,92.30056613484302
201910,cpayroll_trx,0,0,0,0.0,0.0,69001,69001,0,50.73229909565473,50.73229909565473
201910,mpayroll,0,0,0,0.0,0.0,69001,69001,0,50.73229909565473,50.73229909565473
201910,mpayroll2,0,0,0,0.0,0.0,135655,135655,0,99.73898978016322,99.73898978016322
201910,cpayroll2_trx,0,0,0,0.0,0.0,135651,135651,0,99.73604881993971,99.73604881993971
201910,ccuenta_debitos_automaticos,0,0,0,0.0,0.0,69519,69519,0,51.11315344459966,51.11315344459966
201910,mcuenta_debitos_automaticos,0,0,0,0.0,0.0,69519,69519,0,51.11315344459966,51.11315344459966
201910,ctarjeta_visa_debitos_automaticos,0,0,0,0.0,0.0,45294,45294,0,33.301963090949194,33.301963090949194
201910,mttarjeta_visa_debitos_automaticos,0,0,0,0.0,0.0,45294,45294,0,33.301963090949194,33.301963090949194
201910,ctarjeta_master_debitos_automaticos,0,0,0,0.0,0.0,111278,111278,0,81.81604293801927,81.81604293801927
201910,mttarjeta_master_debitos_automaticos,0,0,0,0.0,0.0,111278,111278,0,81.81604293801927,81.81604293801927
201910,cpagodeservicios,0,0,0,0.0,0.0,133356,133356,0,98.04867289169914,98.04867289169914
201910,mpagodeservicios,0,0,0,0.0,0.0,133356,133356,0,98.04867289169914,98.04867289169914
201910,cpagomiscuentas,0,0,0,0.0,0.0,72350,72350,0,53.19461804279097,53.19461804279097
201910,mpagomiscuentas,0,0,0,0.0,0.0,72350,72350,0,53.19461804279097,53.19461804279097
201910,ccajeros_propios_descuentos,0,0,0,0.0,0.0,136010,136010,0,100.0,100.0
201910,mcajeros_propios_descuentos,0,0,0,0.0,0.0,136010,136010,0,100.0,100.0
201910,ctarjeta_visa_descuentos,0,0,0,0.0,0.0,136010,136010,0,100.0,100.0
201910,mtarjeta_visa_descuentos,0,0,0,0.0,0.0,136010,136010,0,100.0,100.0
201910,ctarjeta_master_descuentos,0,0,0,0.0,0.0,136010,136010,0,100.0,100.0
201910,mtarjeta_master_descuentos,0,0,0,0.0,0.0,136010,136010,0,100.0,100.0
201910,ccomisiones_mantenimiento,0,0,0,0.0,0.0,90700,90700,0,66.68627306815675,66.68627306815675
201910,mcomisiones_mantenimiento,0,0,0,0.0,0.0,91329,91329,0,67.14873906330416,67.14873906330416
201910,ccomisiones_otras,0,0,0,0.0,0.0,136010,136010,0,100.0,100.0
201910,mcomisiones_otras,0,0,0,0.0,0.0,136010,136010,0,100.0,100.0
201910,cforex,0,0,0,0.0,0.0,97312,97312,0,71.5476803176237,71.5476803176237
201910,cforex_buy,0,0,0,0.0,0.0,129198,129198,0,94.9915447393574,94.9915447393574
201910,mforex_buy,0,0,0,0.0,0.0,129198,129198,0,94.9915447393574,94.9915447393574
201910,cforex_sell,0,0,0,0.0,0.0,101634,101634,0,74.72538783912948,74.72538783912948
201910,mforex_sell,0,0,0,0.0,0.0,101634,101634,0,74.72538783912948,74.72538783912948
201910,ctransferencias_recibidas,0,0,0,0.0,0.0,57179,57179,0,42.04029115506213,42.04029115506213
201910,mtransferencias_recibidas,0,0,0,0.0,0.0,57179,57179,0,42.04029115506213,42.04029115506213
201910,ctransferencias_emitidas,0,0,0,0.0,0.0,83905,83905,0,61.69031688846408,61.69031688846408
201910,mtransferencias_emitidas,0,0,0,0.0,0.0,83905,83905,0,61.69031688846408,61.69031688846408
201910,cextraccion_autoservicio,0,0,0,0.0,0.0,60393,60393,0,44.40335269465481,44.40335269465481
201910,mextraccion_autoservicio,0,0,0,0.0,0.0,60393,60393,0,44.40335269465481,44.40335269465481
201910,ccheques_depositados,0,0,0,0.0,0.0,127730,127730,0,93.91221233732814,93.91221233732814
201910,mcheques_depositados,0,0,0,0.0,0.0,127730,127730,0,93.91221233732814,93.91221233732814
201910,ccheques_emitidos,0,0,0,0.0,0.0,130377,130377,0,95.85839276523785,95.85839276523785
201910,mcheques_emitidos,0,0,0,0.0,0.0,130377,130377,0,95.85839276523785,95.85839276523785
201910,ccheques_depositados_rechazados,0,0,0,0.0,0.0,135438,135438,0,99.57944268803764,99.57944268803764
201910,mcheques_depositados_rechazados,0,0,0,0.0,0.0,135438,135438,0,99.57944268803764,99.57944268803764
201910,ccheques_emitidos_rechazados,0,0,0,0.0,0.0,135590,135590,0,99.69119917653114,99.69119917653114
201910,mcheques_emitidos_rechazados,0,0,0,0.0,0.0,135590,135590,0,99.69119917653114,99.69119917653114
201910,tcallcenter,0,0,0,0.0,0.0,113639,113639,0,83.5519447099478,83.5519447099478
201910,ccallcenter_transacciones,0,0,0,0.0,0.0,113639,113639,0,83.5519447099478,83.5519447099478
201910,thomebanking,0,0,0,0.0,0.0,31174,31174,0,22.920373501948387,22.920373501948387
201910,chomebanking_transacciones,0,0,0,0.0,0.0,136010,136010,0,100.0,100.0
201910,ccajas_transacciones,0,0,0,0.0,0.0,90996,90996,0,66.90390412469671,66.90390412469671
201910,ccajas_consultas,0,0,0,0.0,0.0,115809,115809,0,85.14741563120359,85.14741563120359
201910,ccajas_depositos,0,0,0,0.0,0.0,118931,118931,0,87.44283508565546,87.44283508565546
201910,ccajas_extracciones,0,0,0,0.0,0.0,104582,104582,0,76.89287552385854,76.89287552385854
201910,ccajas_otras,0,0,0,0.0,0.0,129312,129312,0,95.07536210572752,95.07536210572752
201910,catm_trx,0,0,0,0.0,0.0,71097,71097,0,52.273362252775534,52.273362252775534
201910,matm,0,0,0,0.0,0.0,71097,71097,0,52.273362252775534,52.273362252775534
201910,catm_trx_other,0,0,0,0.0,0.0,95213,95213,0,70.00441144033528,70.00441144033528
201910,matm_other,0,0,0,0.0,0.0,95213,95213,0,70.00441144033528,70.00441144033528
201910,ctrx_quarter,0,0,0,0.0,0.0,950,950,0,0.6984780530843321,0.6984780530843321
201910,tmobile_app,0,0,0,0.0,0.0,60126,60126,0,44.207043599735314,44.207043599735314
201910,cmobile_app_trx,0,0,0,0.0,0.0,60555,60555,0,44.52246158370708,44.52246158370708
201910,Master_delinquency,16460,16460,0,12.1020513197559,12.1020513197559,118984,118984,0,87.48180280861702,87.48180280861702
201910,Master_status,16460,16460,0,12.1020513197559,12.1020513197559,119073,119073,0,87.54723917359017,87.54723917359017
201910,Master_mfinanciacion_limite,16460,16460,0,12.1020513197559,12.1020513197559,243,243,0,0.17866333357841335,0.17866333357841335
201910,Master_Fvencimiento,16460,16460,0,12.1020513197559,12.1020513197559,0,0,0,0.0,0.0
201910,Master_Finiciomora,135444,135444,0,99.58385412837292,99.58385412837292,0,0,0,0.0,0.0
201910,Master_msaldototal,16460,16460,0,12.1020513197559,12.1020513197559,63263,63263,0,46.51349165502537,46.51349165502537
201910,Master_msaldopesos,16460,16460,0,12.1020513197559,12.1020513197559,63996,63996,0,47.05242261598412,47.05242261598412
201910,Master_msaldodolares,16460,16460,0,12.1020513197559,12.1020513197559,112002,112002,0,82.34835673847512,82.34835673847512
201910,Master_mconsumospesos,80761,80761,0,59.378722152782885,59.378722152782885,12780,12780,0,9.396367914123962,9.396367914123962
201910,Master_mconsumosdolares,80761,80761,0,59.378722152782885,59.378722152782885,48220,48220,0,35.45327549444894,35.45327549444894
