numero_de_cliente	foto_mes	prob
351859099	202102	6.015627311336351e-6
352117622	202102	4.01229812716895e-8
352499904	202102	1.2538979856056418e-7
268084785	202102	3.378317581076651e-8
268480704	202102	0.9072533470435876
269263430	202102	1.3859669447988913e-8
269569366	202102	1.4150387607420048e-7
269578042	202102	6.914099996942008e-8
269721638	202102	1.4905235603271949e-9
269894909	202102	1.977733444351428e-6
270694263	202102	1.1015576615848476e-9
270798618	202102	2.5637774830885697e-6
271112718	202102	1.973720485256244e-8
271178132	202102	4.714068889524681e-9
271186741	202102	1.7144185567318287e-8
271273521	202102	4.035960818370286e-6
272167025	202102	1.5991696054842936e-8
272305514	202102	5.259684294709146e-7
272855311	202102	2.174463949342526e-6
273336482	202102	1.660523516155284e-8
273349104	202102	1.5933267748981597e-7
273948414	202102	3.482810203715675e-9
274255221	202102	1.5871852353743541e-7
274403991	202102	6.776358251851845e-8
274996085	202102	2.5935861327024836e-8
275570237	202102	1.9573331466715868e-8
275591245	202102	7.095335755968742e-8
276030119	202102	7.1382619217046435e-9
276070811	202102	0.019584971353323034
276328754	202102	1.4773685264221252e-8
276338233	202102	3.365488920902982e-9
276794536	202102	1.2260253154047091e-8
276911001	202102	3.5115855026943825e-8
277046646	202102	5.739176105582902e-7
278128665	202102	3.1794622772304036e-6
278558350	202102	4.199514545016538e-9
279009556	202102	0.000011787055816747628
279135858	202102	4.453307648132791e-8
279816706	202102	1.0834169065374142e-7
279872060	202102	1.134480993279314e-7
279961762	202102	1.783714343287931e-7
280079977	202102	3.092117229060349e-8
280082889	202102	1.980883185305208e-8
280694240	202102	1.6870617337154238e-6
280755573	202102	0.00004612915294498826
281840870	202102	1.7948726032849075e-8
281885798	202102	1.0709444436608042e-8
281964560	202102	1.0261984456915166e-8
282083356	202102	8.071474372724664e-10
282359821	202102	4.5597591440073024e-8
284410024	202102	3.792001172511527e-9
284684226	202102	2.3114444742810657e-9
285055064	202102	1.8369355811350657e-6
285195739	202102	7.768984683632248e-7
285273989	202102	5.321516864654516e-7
285710967	202102	6.872788740141068e-9
286300217	202102	9.514096945367716e-7
286304811	202102	6.168407069334459e-6
286506306	202102	2.8955279305261304e-8
286615043	202102	3.2656717083694895e-6
287061790	202102	5.888876350820883e-9
287659213	202102	0.00004373648949038396
287765396	202102	4.2135360922458275e-8
287889154	202102	3.146192675184892e-8
288118292	202102	1.0232727023185056e-8
288637457	202102	7.244955170872255e-10
288841505	202102	3.581022132930171e-8
289078517	202102	7.644537722977906e-9
249797738	202102	3.292798095742421e-8
249986329	202102	5.304531543632132e-9
250175946	202102	3.8450655516463534e-8
250379482	202102	3.6396756301516366e-8
250585571	202102	0.00003444565349820817
250687382	202102	8.247491926166891e-8
250788091	202102	1.2545531186642543e-8
251074770	202102	0.0004821289104985028
251281372	202102	1.3978732097057198e-9
251522756	202102	2.677522419245736e-7
251713175	202102	1.5100964179405547e-9
252108146	202102	6.59448956942158e-9
252528566	202102	2.2909224821624846e-6
252605654	202102	7.705885434679889e-7
252817721	202102	1.7003008766564936e-7
252913844	202102	3.2556198197507325e-7
253105783	202102	2.688215126349555e-8
253343017	202102	1.5784465548478452e-7
253569457	202102	1.91890925344799e-8
254323959	202102	2.408325135869398e-8
254470031	202102	2.9113164146310794e-8
254557547	202102	0.00006306787206503448
254619391	202102	4.87700764228134e-9
256233632	202102	0.000010274983647306198
256315451	202102	1.421365344277498e-8
256523880	202102	7.485687073303372e-9
256575580	202102	5.326859816536993e-8
257117580	202102	7.053928712523519e-8
257131576	202102	6.946736369942979e-10
257365744	202102	4.1705725540716516e-8
257368742	202102	4.37338909432668e-8
258252246	202102	1.996530559237409e-7
258694476	202102	6.217160981154951e-10
259058388	202102	8.449552821047759e-9
259095433	202102	1.051743408105958e-9
261121203	202102	6.610040451304936e-6
261375500	202102	4.057587166265943e-7
261870087	202102	5.607299494992241e-8
262576092	202102	1.6089230575197388e-6
262830030	202102	2.6744248032534e-6
262925854	202102	5.007163897544958e-7
262937161	202102	2.022823232041327e-8
263237905	202102	1.1580989249382986e-7
263333080	202102	1.4110935690980629e-8
263434882	202102	3.1294654597957e-8
264040546	202102	1.964872441605481e-8
264470812	202102	5.95756221013008e-9
264638618	202102	2.065407079520925e-9
264859224	202102	7.434877161224331e-7
264965408	202102	0.0023859813229744815
265173026	202102	2.668510822601243e-7
265500977	202102	1.194400730649631e-9
265533727	202102	3.963741948520501e-7
265737852	202102	7.877741543133543e-10
266096726	202102	1.1043847806758463e-7
266101534	202102	2.2659151372488325e-7
266357657	202102	4.3689137471346805e-8
266811331	202102	1.514044476427101e-7
266824098	202102	1.774475050230864e-8
266996643	202102	2.669865356348017e-7
267213160	202102	2.1707848108811636e-9
267308916	202102	1.089263950993872e-7
267474535	202102	3.1770542184649944e-9
269747454	202102	1.8900710160108264e-8
269782313	202102	1.6603003749269957e-7
805973514	202102	0.049243336677843294
806744721	202102	4.151926426592367e-6
806943953	202102	2.6401577389259468e-8
807038470	202102	1.8711399960804465e-7
808640678	202102	3.9479681667224596e-7
809065846	202102	8.477595538589109e-9
809302345	202102	6.347271970564276e-7
809811518	202102	1.5083830644797826e-8
810756508	202102	3.487167010472968e-8
811020070	202102	2.2701488446811388e-8
811258833	202102	3.213883759170922e-7
811363188	202102	7.2215126850017856e-9
811364648	202102	1.0304964831104166e-8
811458141	202102	4.4163123138963444e-8
812017494	202102	0.02152173214001887
812171585	202102	9.048375185111831e-10
813109068	202102	1.0006519451992468e-7
813127950	202102	3.5367807131926015e-9
814370336	202102	9.66230004863634e-7
814562719	202102	2.004822852218532e-7
814573582	202102	1.6917743107502365e-8
815347999	202102	1.0192175018085879e-7
815465412	202102	2.453471166645739e-7
815849375	202102	9.970875579068678e-9
816060273	202102	2.8682870841689146e-7
816982880	202102	9.559035778358726e-8
817143973	202102	7.535441874276616e-9
818038135	202102	1.5798658833835223e-8
818837702	202102	2.325850450630792e-6
819194244	202102	0.24769005218852938
819408506	202102	6.412707896562164e-9
819512204	202102	1.181188529613899e-8
819700215	202102	1.8405952593945525e-7
819757969	202102	1.960443154804108e-8
820569210	202102	0.0008037759751716268
820620772	202102	8.018393045276826e-7
820888997	202102	3.097324838099992e-8
823263573	202102	4.144288319084795e-6
823504308	202102	2.4905662852399278e-9
824096769	202102	4.064107237996459e-9
825302400	202102	1.930170503996773e-8
825568216	202102	2.195685425586038e-8
826199183	202102	0.9258235823046722
826566810	202102	3.208740563732193e-7
826676776	202102	6.735369709990589e-8
826913574	202102	1.5525319749298153e-6
827489767	202102	4.087244490049964e-9
828364971	202102	8.644681127611568e-7
828544519	202102	5.4323920704726924e-8
828710864	202102	2.423990227223468e-7
828830531	202102	1.927243207856604e-9
828917466	202102	0.00002902124397814402
829301276	202102	5.079966110252579e-8
829485204	202102	1.0709720537827409e-7
829579859	202102	2.7703443071276056e-7
830234165	202102	3.60136834268955e-7
830297248	202102	1.9490102511641613e-8
830303516	202102	8.381777717315829e-8
830548769	202102	2.5719290999199876e-6
831725083	202102	1.8745953084584015e-6
831894708	202102	3.90262000323088e-7
832066604	202102	4.386815057286279e-6
833007870	202102	5.044634353218243e-8
833101944	202102	7.55205491895632e-8
834370368	202102	1.2740606465387041e-9
834838482	202102	1.3653866136768788e-6
835634488	202102	6.897662090107288e-8
835707050	202102	6.053329711212771e-7
835724257	202102	6.9110835556363025e-6
836190775	202102	1.2191749444328893e-7
837142904	202102	1.2638425145063353e-7
1339920243	202102	3.4776216126221365e-8
1340318570	202102	2.7447284031899044e-8
1343490535	202102	2.4663743287565657e-7
1343789024	202102	2.8469350489509433e-8
1343896813	202102	2.3942513421923854e-7
1344407736	202102	2.1957083949059617e-8
1344466012	202102	5.307373671513878e-9
1345441625	202102	8.300765635677793e-7
1346233976	202102	1.0191549965127454e-6
1347929241	202102	5.6464835898181747e-8
1348068533	202102	1.7896934877443048e-8
1348396629	202102	1.6023590544321139e-6
1348985521	202102	5.128917403976086e-8
1349792457	202102	9.245888339668144e-9
1350836841	202102	1.3890032245106197e-7
1351129933	202102	1.2703797935301313e-6
1351284759	202102	7.100838658835954e-9
1351672078	202102	5.024469077423663e-6
1352985857	202102	3.5033071038754544e-7
1353557020	202102	0.0002103731014142954
1354761558	202102	0.00005983176931738289
1354842583	202102	2.362502247421348e-7
1355960477	202102	6.208384269796186e-7
1356143526	202102	7.812087716768583e-8
1357177124	202102	1.6391647234354252e-8
1359181084	202102	1.8952352438638543e-7
1359198300	202102	2.508877331600447e-8
1364660749	202102	1.0095303136236798e-8
1372131693	202102	1.3441063718689272e-6
1373085360	202102	7.1317299850315855e-6
1380794331	202102	2.2486858312511084e-7
1382638880	202102	4.840947077061579e-8
1383419121	202102	9.582609936465502e-8
1384093700	202102	3.868106300116768e-9
1384599594	202102	2.9138967536807243e-8
1384991867	202102	3.5339315942765726e-6
1385000910	202102	1.730702045635474e-8
1385027093	202102	0.0022544017465054664
1385703492	202102	9.920585927820125e-8
1386460471	202102	1.0512733239631916e-6
1387524769	202102	0.031680594522439084
1388086897	202102	7.3233035686292196e-9
1388249596	202102	2.86545229197307e-8
1388654337	202102	4.206586347738684e-7
1391123943	202102	1.3799262550084208e-7
1391606139	202102	0.00022002615627561982
1391780213	202102	4.082659250406741e-9
1403551297	202102	0.000019413856226316223
1414841936	202102	0.000019255249924887302
1416572786	202102	2.030782685037913e-7
1423326563	202102	9.583111460719252e-7
1424628676	202102	9.110206993707787e-8
1426514207	202102	0.03440652917496314
1434355177	202102	1.2099924991015338e-7
1435062720	202102	1.7312500435674964e-8
1436198923	202102	8.648635740529199e-8
1437041590	202102	1.1428900029665437e-8
1437127499	202102	5.380879515617285e-8
1437916494	202102	2.0620195031212668e-6
1438062208	202102	1.3269944061507014e-7
1440052674	202102	0.002533822850038598
1441529818	202102	6.560779277229838e-6
1441968905	202102	5.9162536386059654e-8
1442758199	202102	0.00008659996117760882
1449104895	202102	9.039041769915817e-7
1450060022	202102	0.000016630627186538224
1453815327	202102	3.097109418862889e-7
1453835455	202102	1.2016303751528651e-6
1453884021	202102	1.2936325430980695e-7
1454217011	202102	2.9154625395335677e-6
1454249538	202102	7.264422281988268e-8
1455018627	202102	4.259360194430251e-7
1458164913	202102	8.021333648438931e-7
1458308295	202102	2.757269002201676e-8
1458346946	202102	1.3896450672547163e-7
1458349935	202102	2.852894121829337e-7
1459291637	202102	2.3634000872488787e-7
1459757641	202102	8.583471352344379e-9
1461080318	202102	9.94770206964295e-9
1461153683	202102	1.4068786495749996e-6
1461207868	202102	1.980094976711606e-7
1462660579	202102	0.00001564209239923312
1463414134	202102	1.6669740828987077e-7
1463589958	202102	0.04797755517783655
1463762290	202102	4.459944841462109e-8
1463914707	202102	1.3323152302256804e-6
1464257680	202102	1.7387249979065178e-7
1468606975	202102	1.5435804824887667e-6
1468736130	202102	2.458766448358921e-8
1469037318	202102	4.650314023917981e-7
1469402972	202102	0.027525305790886148
1469404655	202102	2.2427034323810876e-8
1469689070	202102	4.2120265959654794e-7
1470398799	202102	0.0006145108870878572
1471724678	202102	4.382293619380428e-7
1472267626	202102	5.889790303517942e-7
1487743913	202102	0.0001327307695276269
1487838209	202102	8.17278530476983e-8
1489172047	202102	3.489905017825486e-8
1489399725	202102	3.356267319547196e-8
1489579273	202102	0.00006422009340324174
1489979496	202102	1.2226128070537052e-7
1491106656	202102	3.8039407634058915e-8
1492589478	202102	1.216753033163303e-7
1495341962	202102	4.936284392753728e-6
1495416062	202102	4.018919487658664e-7
1499566774	202102	1.658474212922448e-8
1503731500	202102	1.2506422984992573e-8
1523999603	202102	0.0009067970205303932
1524421047	202102	2.512269104756933e-7
1524536274	202102	4.6008942565436664e-7
1524876625	202102	0.00018793275896878786
1525568044	202102	5.219692798056506e-7
1525905629	202102	0.00023003986705816309
1526116312	202102	0.15752709829424005
1528151630	202102	4.0928901061976145e-7
1528802511	202102	3.3864251315935435e-9
1528880172	202102	3.647714691264194e-7
1529736553	202102	0.00010373499544189416
1531125310	202102	1.0009049293973798e-6
1531557617	202102	2.233791300710309e-7
1532813061	202102	9.732513755139841e-6
1534967029	202102	2.7939216762525716e-6
1536984192	202102	0.00020682694070820796
1541078610	202102	2.93339232416111e-8
1541908518	202102	9.423148960412393e-8
1546042757	202102	1.6952604702372194e-7
1550793224	202102	1.832859436212659e-7
1550966862	202102	3.4634564458901655e-7
1551186521	202102	2.395935160958826e-7
1556906990	202102	2.4224607743394725e-6
1558727841	202102	5.3166129435748125e-8
1559323359	202102	1.6843904935305942e-6
1569599290	202102	0.002371411653535972
1571020208	202102	1.3291168580977208e-6
1574272309	202102	5.184563675365887e-6
1575173550	202102	0.0008996145944529012
1032622373	202102	7.507483839096835e-9
1033048122	202102	6.260781713959149e-9
1034893029	202102	4.9813115658324364e-6
1035153670	202102	1.847949733118545e-8
1036174356	202102	1.9036816446532509e-6
1037880484	202102	0.004069129287510717
1038330733	202102	6.155934197124367e-9
1038359401	202102	1.6418146224999538e-8
1038447642	202102	2.6145692195267752e-8
1038833791	202102	2.149775530410624e-6
1039500856	202102	1.7387865206131218e-6
1039566774	202102	5.816936725275948e-7
1039989679	202102	1.17469067625153e-7
1043532259	202102	1.2689671159042107e-7
1043585206	202102	0.007239815837320999
1043749510	202102	4.681179949226101e-8
1043791807	202102	2.317565468016726e-8
1044809137	202102	4.2567591075643687e-7
1045156781	202102	1.3877410721016545e-6
1045848201	202102	4.9667440311507416e-8
1046783789	202102	3.5601806011051214e-8
1046909297	202102	2.6975098085264848e-6
1047804765	202102	8.73270526734554e-7
1050250741	202102	6.900529498610455e-6
1050785149	202102	2.3891921196055905e-8
1051032955	202102	3.872802178545908e-7
1051961097	202102	3.4913961002088707e-7
1052124965	202102	1.19349593056911e-8
1052368391	202102	0.00048805917301565047
1052770364	202102	9.412914135891371e-8
1052831116	202102	2.566978778942469e-6
1052868452	202102	1.432974441036102e-6
1053229221	202102	0.010551359210376011
1053410520	202102	0.0011394594165124773
1053724039	202102	4.379032467971215e-8
1053845022	202102	6.454352779790554e-9
1054828517	202102	1.3074670501158687e-7
1055382831	202102	0.00003166653247131862
1056165122	202102	7.603132526738617e-8
1056515175	202102	0.00003172858025932859
1056628283	202102	1.8327581313195047e-8
1057220309	202102	5.341643005994541e-6
1057917339	202102	2.3576509764650617e-6
1058435274	202102	1.0259073858985028e-8
1058835856	202102	0.05129853844782365
1058901202	202102	1.499345814696573e-8
1058931834	202102	4.997886240328451e-7
1058968444	202102	1.0565621714810333e-6
1059469376	202102	2.665972883847792e-6
1061136195	202102	2.0567856052468973e-8
1061342285	202102	9.978348947235994e-7
1061425206	202102	0.00009702261842724341
1061720339	202102	2.3767657739734315e-7
1062196122	202102	3.888503554678966e-7
1062613117	202102	1.496519090958773e-8
1062642724	202102	3.7886571820579936e-8
1063917416	202102	2.3061859414633407e-7
1064340543	202102	3.4047192536391116e-9
1065305294	202102	5.886306396342376e-9
1066963437	202102	6.101778932553796e-9
1067336820	202102	1.6578738065935522e-7
1067426009	202102	7.922736325478397e-7
1067801731	202102	2.790110703790861e-8
1067949921	202102	4.6754787787952625e-7
1068042535	202102	6.493573375331022e-8
1068450418	202102	2.0694743969509814e-6
1068548283	202102	9.768179648243949e-9
1069113400	202102	2.442732486495422e-7
1069143665	202102	0.0004674570911130153
1069260566	202102	1.1600860076059957e-7
1069495169	202102	5.043744263690359e-7
1070234428	202102	1.6484652812095903e-7
1071486516	202102	2.127929042837971e-6
964083107	202102	0.00013709345627586371
964545755	202102	8.691598134408282e-9
965265621	202102	3.943070182338161e-8
965951575	202102	1.5453374506964214e-8
966234308	202102	7.786388222539873e-8
966335974	202102	1.4803393620877963e-9
966837197	202102	2.2731088243211325e-8
966892551	202102	9.463617871268074e-9
967088871	202102	1.0377552675262985e-8
967157129	202102	2.992326703887484e-8
967195490	202102	1.0858278900093625e-6
967530375	202102	1.748237010890917e-8
967965748	202102	3.4764928639459727e-9
968027593	202102	1.3550561569203572e-8
968128883	202102	1.1733423877138357e-7
968174314	202102	0.000055004522901982575
968481343	202102	3.571481150377206e-8
968494178	202102	1.65377151640121e-7
968868295	202102	3.3638793769941414e-9
969671218	202102	7.332419650892114e-9
971186423	202102	0.00012314930514252564
971968202	202102	8.556158521378901e-8
972055640	202102	3.380154089727089e-6
972523908	202102	6.70389623968887e-8
972874029	202102	0.000012292495477353663
972956437	202102	9.169943001850423e-9
973179452	202102	0.000015891165248410486
973604833	202102	8.701788492105727e-8
973670905	202102	3.1995878442736027e-8
974010667	202102	2.1866311183756885e-9
974199626	202102	9.144510701020764e-7
974867348	202102	0.0000654927422027001
975423703	202102	1.3857101102717937e-8
975522960	202102	1.531054408726687e-7
975787470	202102	0.000015639938421435385
976267403	202102	1.2520378398614698e-6
976479906	202102	0.0000395659729235314
976765270	202102	1.3381833606187937e-7
976839727	202102	5.738381944565443e-7
976855705	202102	2.999895990695978e-8
977525682	202102	1.1639429621145678e-7
977820815	202102	2.1999623857451073e-8
982637797	202102	1.2272757097910213e-7
983738415	202102	2.6517927605774474e-7
983843206	202102	1.4551481097609842e-8
983886528	202102	2.2562259503894413e-9
985113739	202102	3.073229664510208e-8
985303279	202102	0.00010721616590571875
985644287	202102	1.153860251570328e-7
988165012	202102	1.3963693792426447e-8
988255661	202102	9.175340370022565e-9
988478523	202102	1.5171452224354243e-7
989068866	202102	3.0821011171074086e-7
989100958	202102	1.6076553569031873e-7
990241465	202102	7.668249918477187e-7
990381560	202102	8.936614907367981e-9
990631116	202102	6.158271814574213e-8
990857257	202102	3.641997656252024e-8
991244944	202102	1.735790536025964e-8
991502588	202102	1.5595249866340036e-8
992243674	202102	4.3865688881574346e-8
992716169	202102	1.8558969306355096e-8
992779688	202102	6.876313248469165e-7
992973600	202102	0.9978054828407373
993028297	202102	0.0013240126679321354
993282738	202102	3.84639096656028e-9
993440920	202102	5.1257520023071544e-8
993542944	202102	0.000440771746650202
993656710	202102	1.1734046777146508e-8
993733653	202102	2.6197407597431323e-9
995411771	202102	1.6531221750930213e-6
1071668472	202102	4.648501614607272e-8
1071770931	202102	6.535943920818235e-9
1071948652	202102	0.0006345283356684948
1071975783	202102	0.00001740882387900502
1072118721	202102	4.79497470008159e-7
1072351138	202102	1.2964420780744642e-9
1072564597	202102	2.0250932085351982e-8
1073024257	202102	2.1181705619815956e-7
1073208544	202102	1.5687960924288632e-7
1073517393	202102	1.3777685399230174e-6
1073714806	202102	1.9705236399481447e-7
1076339595	202102	0.00005344167847317807
1076486470	202102	1.1978393242849918e-6
1076914840	202102	3.520467154405144e-7
1077094098	202102	0.004802926363602483
1077592263	202102	4.5294136883759944e-8
1077719736	202102	3.272389954610782e-7
1077810172	202102	4.197132843277815e-7
1077992341	202102	1.6600900778560526e-7
1078022606	202102	2.3660393809648388e-8
1078524854	202102	8.636464679180358e-7
1080099128	202102	0.000017722566816861487
1080989353	202102	0.0001280451293488883
1081976998	202102	1.1592819086028313e-7
1082202635	202102	1.2220440439539997e-8
1082388605	202102	9.869710296709992e-9
1082562747	202102	7.438478287603682e-6
1083564766	202102	3.1615970496677406e-7
1083665261	202102	7.267028650569516e-9
1083766337	202102	1.0719770710539547e-6
1084357338	202102	3.271121925135597e-7
1084846750	202102	1.699973842094606e-7
1084851712	202102	6.540174128644963e-8
1084883804	202102	7.676684638065469e-8
1084961251	202102	1.6947545784836164e-7
1085077127	202102	1.8762075485947285e-8
1085268050	202102	9.234298351860327e-6
1085375258	202102	3.4194411971433773e-7
1085799768	202102	4.02130244044935e-7
1086131220	202102	6.922545543105536e-9
1086835398	202102	1.0425204458520902e-7
1087215861	202102	5.352240548024869e-7
1087489414	202102	8.372875637000557e-7
1087905828	202102	3.175254735680852e-6
1088217221	202102	3.53262560229532e-7
1088445557	202102	0.00002044712613104004
1088567564	202102	6.26887800906818e-8
1088773363	202102	8.266667131073289e-8
1089184312	202102	5.907016924609542e-6
1089420743	202102	5.1612813848309545e-9
1090136450	202102	2.301579322597608e-6
1091254489	202102	2.4121576703464847e-9
1091292123	202102	1.1026039909596565e-6
1091330919	202102	1.3563671080673881e-7
1091644362	202102	0.000016133295619451647
1091847240	202102	1.2820140482015514e-9
1091977121	202102	0.00002504460084088715
1092488924	202102	0.01380345850682853
1092901624	202102	7.005673409193969e-8
1093050318	202102	1.0104104892208723e-7
1093232787	202102	1.6237405322296094e-8
1093596255	202102	3.324655068256443e-9
1093607553	202102	5.7172485219812385e-9
1093609893	202102	8.165012426423549e-7
1093987725	202102	6.574516466288586e-7
1094789486	202102	4.367776592237425e-9
1094989956	202102	0.000020757227653866154
1096201207	202102	2.142940225045457e-9
1096302428	202102	0.9724435875299519
1096337433	202102	3.386209829194133e-9
1096967375	202102	0.00370440214711838
1097777667	202102	1.4959120228219279e-6
